,No,time_played,position,height,weight,salary,nth_year,nationality,j1_total_num_played,j1_total_scores,j2_total_num_played,j2_total_scores,j3_total_num_played,j3_total_scores,na_total_num_played,na_total_scores,prev3_div,prev2_div,prev1_div,prev3_num_played,prev2_num_played,prev1_num_played,prev3_scores,prev2_scores,prev1_scores,prev3_time_played,prev2_time_played,prev1_time_played,age,place_prev_season,is_youth,is_old,j12_total_num_played,j1na_total_num_played,j12_total_scores,j1na_total_scores,prev12_num_played,prev123_num_played,prev12_scores,prev123_scores,prev12_time_played,prev123_time_played,prev12_div,prev123_div
1038,2.0,1080.0,DF,187.0,82.0,3800.0,2.0,other,25.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,False,False,True,25,7,25,1,0,0,0.0,0.0,2193.0,24,4.0,False,False,25.0,40.0,0.0,0.0,32,57,0,1,2193.0,2193.0,1,1
1039,4.0,270.0,DF,184.0,80.0,2500.0,17.0,other,313.0,16.0,0.0,0.0,0.0,0.0,20.0,3.0,True,True,True,11,12,8,0,1,0,585.0,649.0,238.0,35,4.0,False,True,313.0,333.0,16.0,19.0,20,31,1,1,887.0,1472.0,2,3
1040,5.0,1282.0,MF,170.0,64.0,2200.0,6.0,other,76.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,True,True,True,24,27,23,0,1,0,1881.0,2232.0,1852.0,24,4.0,False,False,76.0,76.0,1.0,1.0,50,74,1,1,4084.0,5965.0,2,3
1041,6.0,2574.0,MF,185.0,74.0,3000.0,2.0,other,130.0,9.0,37.0,2.0,0.0,0.0,1.0,0.0,False,False,True,33,6,26,2,0,1,2844.0,314.0,1740.0,27,4.0,False,False,148.5,131.0,27.5,9.0,32,65,1,3,2054.0,4898.0,1,1
1042,7.0,1981.0,FW,178.0,73.0,7400.0,2.0,other,28.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,33,10,28,20,7,10,0.0,0.0,1726.0,30,4.0,False,False,28.0,28.0,10.0,10.0,38,71,17,37,1726.0,1726.0,1,1
1043,8.0,508.0,MF,174.0,74.0,3600.0,7.0,other,167.0,14.0,101.0,12.0,0.0,0.0,0.0,0.0,True,True,True,14,31,22,2,6,2,957.0,2642.0,1474.0,33,4.0,False,True,217.5,167.0,64.5,14.0,53,67,8,10,4116.0,5073.0,2,3
1044,9.0,1525.0,FW,180.0,73.0,3600.0,1.0,other,106.0,9.0,9.0,1.0,0.0,0.0,2.0,0.0,True,True,True,14,19,16,1,1,1,471.0,601.0,577.0,28,4.0,False,False,110.5,108.0,13.5,9.0,35,49,2,3,1178.0,1649.0,2,3
1045,11.0,1852.0,MF,175.0,66.0,900.0,3.0,other,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,0,23,14,0,0,2,0.0,954.0,467.0,21,4.0,True,False,37.0,37.0,2.0,2.0,37,37,2,2,1421.0,1421.0,2,2
1046,13.0,518.0,DF,175.0,70.0,2400.0,8.0,other,119.0,5.0,35.0,5.0,0.0,0.0,0.0,0.0,False,True,True,35,17,21,5,0,2,2695.0,1385.0,1722.0,28,4.0,False,False,136.5,119.0,22.5,5.0,38,73,2,7,3107.0,5802.0,2,2
1047,14.0,2897.0,MF,175.0,67.0,1600.0,5.0,other,50.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,6,11,33,0,0,5,169.0,708.0,2939.0,27,4.0,False,False,50.0,50.0,5.0,5.0,44,50,5,5,3647.0,3816.0,2,3
1048,16.0,1237.0,FW,184.0,76.0,3200.0,5.0,other,157.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,29,32,15,6,5,2,1635.0,1311.0,834.0,30,4.0,False,False,157.0,157.0,29.0,29.0,47,76,7,13,2145.0,3780.0,2,3
1049,19.0,1772.0,FW,161.0,57.0,900.0,4.0,other,6.0,0.0,30.0,3.0,0.0,0.0,0.0,0.0,True,False,False,2,16,18,0,3,0,26.0,1153.0,1210.0,26,4.0,False,False,21.0,6.0,15.0,0.0,34,36,3,3,2363.0,2389.0,0,1
1050,21.0,3060.0,GK,181.0,75.0,3300.0,13.0,other,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,25,12,34,0,0,0,2250.0,1035.0,3060.0,32,4.0,False,True,186.0,186.0,0.0,0.0,46,71,0,0,4095.0,6345.0,2,3
1051,22.0,1898.0,DF,187.0,78.0,8700.0,17.0,other,571.0,35.0,0.0,0.0,0.0,0.0,110.0,17.0,True,True,True,34,34,34,0,3,1,3060.0,3060.0,3060.0,40,4.0,False,True,571.0,681.0,35.0,52.0,68,102,4,4,6120.0,9180.0,2,3
1052,23.0,0.0,DF,175.0,67.0,3500.0,5.0,other,218.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,34,15,5,1,1,0,3060.0,1305.0,367.0,30,4.0,False,False,218.0,218.0,6.0,6.0,20,54,1,2,1672.0,4732.0,2,3
1053,24.0,2747.0,DF,171.0,65.0,1900.0,2.0,other,57.0,2.0,23.0,3.0,4.0,0.0,0.0,0.0,True,True,True,11,13,22,0,1,1,318.0,553.0,1746.0,25,4.0,False,False,68.5,57.0,13.5,2.0,35,46,2,2,2299.0,2617.0,2,3
1054,25.0,1017.0,MF,178.0,65.0,4300.0,1.0,korea,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,False,False,False,20,26,35,1,6,5,0.0,0.0,0.0,26,4.0,False,False,0.0,8.0,0.0,1.0,61,81,11,12,0.0,0.0,0,0
1055,26.0,578.0,MF,177.0,67.0,600.0,2.0,other,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,0,15,6,0,1,1,0.0,0.0,166.0,23,4.0,False,False,6.0,6.0,1.0,1.0,21,21,2,2,166.0,166.0,1,1
1056,27.0,2549.0,DF,180.0,77.0,2600.0,2.0,other,82.0,1.0,29.0,0.0,1.0,0.0,0.0,0.0,True,True,True,0,17,26,0,0,1,0.0,1292.0,1951.0,25,4.0,False,False,96.5,82.0,15.5,1.0,43,43,1,1,3243.0,3243.0,2,3
1057,30.0,0.0,GK,184.0,80.0,700.0,2.0,other,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,False,False,True,19,18,0,0,0,0,1695.0,1620.0,0.0,31,4.0,False,False,18.5,0.0,18.5,0.0,18,37,0,0,1620.0,3315.0,1,1
1058,31.0,0.0,GK,187.0,83.0,800.0,2.0,other,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,False,False,True,5,2,0,0,0,0,450.0,180.0,0.0,25,4.0,False,False,7.0,0.0,7.0,0.0,2,7,0,0,180.0,630.0,1,1
1059,32.0,0.0,GK,188.0,84.0,400.0,2.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,0,0,0,0,0,0,0.0,0.0,0.0,20,4.0,True,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1,1
1060,33.0,196.0,MF,178.0,68.0,3200.0,2.0,other,20.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,False,False,True,19,5,20,0,0,3,0.0,0.0,1191.0,24,4.0,False,False,20.0,29.0,3.0,3.0,25,44,3,3,1191.0,1191.0,1,1
1061,35.0,157.0,MF,168.0,63.0,440.0,2.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,0,0,0,0,0,0,0.0,0.0,0.0,20,4.0,True,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2,2
1062,36.0,0.0,DF,185.0,77.0,380.0,1.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0,0,0,0,0,0,0.0,0.0,0.0,19,4.0,True,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
1063,38.0,390.0,MF,175.0,68.0,400.0,1.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,0,0,0,0,0,0,0.0,0.0,0.0,19,4.0,True,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1,1
1064,1.0,3060.0,GK,188.0,85.0,4400.0,9.0,other,255.0,0.0,183.0,0.0,0.0,0.0,0.0,0.0,True,True,True,34,34,19,0,0,0,3060.0,3060.0,1710.0,36,1.0,False,True,346.5,255.0,91.5,0.0,53,87,0,0,4770.0,7830.0,2,3
1065,2.0,2524.0,DF,180.0,72.0,1400.0,3.0,other,28.0,0.0,130.0,6.0,0.0,0.0,0.0,0.0,False,False,True,37,12,24,0,0,0,3330.0,884.0,1970.0,27,1.0,False,False,93.0,28.0,65.0,0.0,36,73,0,0,2854.0,6184.0,1,1
1066,3.0,0.0,DF,170.0,65.0,750.0,5.0,other,23.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,True,True,True,0,2,21,0,0,0,0.0,24.0,1609.0,22,1.0,False,False,23.0,23.0,0.0,0.0,23,23,0,0,1633.0,1633.0,2,3
1067,4.0,2707.0,DF,183.0,72.0,4000.0,8.0,other,372.0,16.0,0.0,0.0,0.0,0.0,7.0,0.0,True,True,True,33,17,34,1,0,3,2933.0,1507.0,3046.0,33,1.0,False,True,372.0,379.0,16.0,16.0,51,84,3,4,4553.0,7486.0,2,3
1068,5.0,824.0,DF,183.0,77.0,4200.0,7.0,other,337.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,True,True,True,34,30,31,1,0,0,3060.0,2700.0,2760.0,33,1.0,False,True,337.0,338.0,5.0,5.0,61,95,0,1,5460.0,8520.0,2,3
1069,6.0,2814.0,MF,174.0,73.0,7000.0,15.0,other,310.0,17.0,36.0,4.0,0.0,0.0,8.0,1.0,True,True,True,33,28,31,3,2,0,2951.0,2265.0,2662.0,32,1.0,False,True,328.0,318.0,35.0,18.0,59,92,2,5,4927.0,7878.0,2,3
1070,8.0,117.0,MF,177.0,75.0,3500.0,19.0,other,427.0,19.0,74.0,3.0,0.0,0.0,0.0,0.0,True,True,True,33,24,10,1,0,0,2940.0,1921.0,410.0,37,1.0,False,True,464.0,427.0,56.0,19.0,34,67,0,1,2331.0,5271.0,2,3
1071,9.0,603.0,FW,177.0,72.0,4000.0,2.0,other,180.0,59.0,27.0,10.0,0.0,0.0,4.0,2.0,True,False,True,34,17,18,10,2,3,2871.0,0.0,1016.0,28,1.0,False,False,193.5,184.0,72.5,61.0,35,69,5,15,1016.0,3887.0,1,2
1072,10.0,43.0,MF,171.0,76.0,4500.0,2.0,brazil,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,7,28,23,1,4,2,0.0,0.0,1128.0,28,1.0,False,False,23.0,23.0,2.0,2.0,51,58,6,7,1128.0,1128.0,1,1
1073,14.0,2.0,MF,175.0,66.0,800.0,3.0,other,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,0,0,14,0,0,0,0.0,0.0,644.0,21,1.0,True,False,14.0,14.0,0.0,0.0,14,14,0,0,644.0,644.0,2,2
1074,15.0,2726.0,MF,175.0,70.0,1500.0,2.0,other,95.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,29,33,14,1,5,2,2072.0,2846.0,895.0,27,1.0,False,False,95.0,95.0,8.0,8.0,47,76,7,8,3741.0,5813.0,2,3
1075,18.0,2719.0,MF,168.0,62.0,3500.0,5.0,other,185.0,14.0,57.0,5.0,0.0,0.0,0.0,0.0,True,True,True,30,34,29,4,1,2,2618.0,2860.0,2428.0,31,1.0,False,False,213.5,185.0,42.5,14.0,63,93,3,7,5288.0,7906.0,2,3
1076,19.0,3045.0,DF,176.0,70.0,1700.0,4.0,other,93.0,6.0,35.0,2.0,0.0,0.0,0.0,0.0,True,True,True,22,4,0,0,0,0,682.0,360.0,0.0,29,1.0,False,False,110.5,93.0,23.5,6.0,4,26,0,0,360.0,1042.0,2,3
1077,20.0,741.0,FW,176.0,70.0,2200.0,1.0,other,0.0,0.0,213.0,59.0,0.0,0.0,0.0,0.0,False,False,False,35,41,42,7,12,23,1122.0,2021.0,3538.0,25,1.0,False,False,106.5,0.0,106.5,0.0,83,118,35,42,5559.0,6681.0,0,0
1078,21.0,0.0,GK,186.0,80.0,600.0,4.0,other,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,True,True,True,0,0,1,0,0,0,0.0,0.0,90.0,28,1.0,False,False,9.0,1.0,8.0,0.0,1,1,0,0,90.0,90.0,2,3
1079,23.0,431.0,DF,182.0,75.0,1400.0,4.0,other,2.0,0.0,70.0,2.0,5.0,0.0,0.0,0.0,True,False,False,0,15,34,0,0,1,0.0,1240.0,2953.0,24,1.0,False,False,37.0,2.0,35.0,0.0,49,49,1,1,4193.0,4193.0,0,1
1080,27.0,208.0,DF,175.0,72.0,1200.0,1.0,other,0.0,0.0,54.0,5.0,52.0,7.0,0.0,0.0,False,False,False,31,15,39,2,1,4,2355.0,1050.0,3434.0,27,1.0,False,False,27.0,0.0,27.0,0.0,54,85,5,7,4484.0,6839.0,0,0
1081,28.0,35.0,DF,181.0,74.0,4000.0,2.0,other,149.0,2.0,149.0,6.0,0.0,0.0,2.0,0.0,True,True,True,34,28,18,0,0,0,3060.0,2462.0,1184.0,32,1.0,False,True,223.5,151.0,76.5,2.0,46,80,0,0,3646.0,6706.0,2,3
1082,30.0,2213.0,MF,176.0,65.0,3800.0,5.0,other,173.0,21.0,139.0,16.0,0.0,0.0,0.0,0.0,True,True,True,27,34,30,6,8,4,1927.0,3052.0,2305.0,34,1.0,False,True,242.5,173.0,90.5,21.0,64,91,12,18,5357.0,7284.0,2,3
1083,31.0,1578.0,FW,181.0,76.0,3000.0,1.0,other,0.0,0.0,0.0,0.0,0.0,0.0,91.0,42.0,False,False,False,31,29,31,11,11,14,0.0,0.0,0.0,30,1.0,False,False,0.0,91.0,0.0,42.0,60,91,25,36,0.0,0.0,0,0
1084,32.0,81.0,MF,180.0,70.0,420.0,2.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,0,0,0,0,0,0,0.0,0.0,0.0,20,1.0,True,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1,1
1085,33.0,2946.0,DF,170.0,63.0,2000.0,1.0,other,79.0,0.0,108.0,2.0,0.0,0.0,0.0,0.0,False,True,True,34,21,25,2,0,0,2914.0,1808.0,2217.0,28,1.0,False,False,133.0,79.0,54.0,0.0,46,80,0,2,4025.0,6939.0,2,2
1086,34.0,0.0,GK,182.0,73.0,1700.0,6.0,other,42.0,0.0,207.0,0.0,0.0,0.0,0.0,0.0,False,False,True,42,42,14,0,0,0,3780.0,3780.0,1260.0,32,1.0,False,True,145.5,42.0,103.5,0.0,56,98,0,0,5040.0,8820.0,1,1
1087,36.0,1347.0,MF,178.0,70.0,1500.0,3.0,other,62.0,6.0,33.0,3.0,1.0,0.0,0.0,0.0,False,True,True,33,26,32,3,2,4,1974.0,1808.0,2716.0,23,1.0,False,False,78.5,62.0,22.5,6.0,58,91,6,9,4524.0,6498.0,2,2
1088,39.0,2809.0,FW,189.0,82.0,5000.0,2.0,brazil,111.0,34.0,0.0,0.0,3.0,1.0,0.0,0.0,True,True,True,32,20,16,12,2,4,2428.0,1023.0,1182.0,31,1.0,False,False,111.0,111.0,34.0,34.0,36,68,6,18,2205.0,4633.0,2,3
1089,1.0,0.0,GK,179.0,75.0,3300.0,1.0,other,235.0,0.0,259.0,1.0,0.0,0.0,0.0,0.0,True,False,False,30,40,32,0,0,0,2641.0,3600.0,2880.0,34,2.0,False,True,364.5,235.0,129.5,0.0,72,102,0,0,6480.0,9121.0,0,1
1090,2.0,0.0,DF,184.0,75.0,2300.0,2.0,other,162.0,7.0,41.0,3.0,0.0,0.0,0.0,0.0,False,True,True,41,19,26,3,1,2,3460.0,899.0,2257.0,33,2.0,False,True,182.5,162.0,27.5,7.0,45,86,3,6,3156.0,6616.0,2,2
1091,3.0,0.0,DF,169.0,68.0,800.0,2.0,other,24.0,0.0,110.0,6.0,0.0,0.0,0.0,0.0,False,True,True,42,9,6,1,0,0,3762.0,402.0,511.0,30,2.0,False,False,79.0,24.0,55.0,0.0,15,57,0,1,913.0,4675.0,2,2
1092,5.0,2790.0,DF,183.0,75.0,1700.0,4.0,other,49.0,4.0,78.0,7.0,0.0,0.0,0.0,0.0,False,False,True,39,39,33,4,3,3,3487.0,3483.0,2929.0,26,2.0,False,False,88.0,49.0,43.0,4.0,72,111,6,10,6412.0,9899.0,1,1
1093,6.0,580.0,MF,172.0,68.0,3000.0,2.0,other,300.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,28,18,32,1,2,2,1338.0,802.0,2674.0,33,2.0,False,True,300.0,300.0,34.0,34.0,50,78,4,5,3476.0,4814.0,2,3
1094,7.0,36.0,MF,184.0,78.0,3300.0,3.0,brazil,10.0,2.0,34.0,12.0,0.0,0.0,0.0,0.0,False,False,True,6,34,10,1,12,2,0.0,2336.0,600.0,32,2.0,False,True,27.0,10.0,19.0,2.0,44,50,14,15,2936.0,2936.0,1,1
1095,8.0,2091.0,MF,179.0,80.0,950.0,6.0,other,5.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,False,False,True,15,25,5,0,0,0,709.0,2019.0,342.0,23,2.0,False,False,36.0,5.0,31.0,0.0,30,45,0,0,2361.0,3070.0,1,1
1096,9.0,1885.0,FW,187.0,80.0,3100.0,5.0,other,94.0,21.0,191.0,74.0,0.0,0.0,0.0,0.0,False,False,True,34,40,30,13,19,9,2824.0,3537.0,2432.0,32,2.0,False,True,189.5,94.0,116.5,21.0,70,104,28,41,5969.0,8793.0,1,1
1097,10.0,2398.0,MF,182.0,72.0,2200.0,11.0,other,59.0,3.0,249.0,20.0,0.0,0.0,0.0,0.0,False,False,True,39,31,30,5,1,2,3457.0,2679.0,2596.0,29,2.0,False,False,183.5,59.0,127.5,3.0,61,100,3,8,5275.0,8732.0,1,1
1098,11.0,74.0,FW,183.0,83.0,3000.0,3.0,brazil,12.0,6.0,24.0,7.0,0.0,0.0,0.0,0.0,False,False,True,0,24,12,0,7,6,0.0,1287.0,993.0,29,2.0,False,False,24.0,12.0,18.0,6.0,36,36,13,13,2280.0,2280.0,1,1
1099,13.0,19.0,FW,174.0,67.0,2100.0,9.0,other,72.0,4.0,314.0,85.0,0.0,0.0,0.0,0.0,False,False,True,35,42,15,7,11,0,2093.0,2287.0,241.0,34,2.0,False,True,229.0,72.0,161.0,4.0,57,92,11,18,2528.0,4621.0,1,1
1100,14.0,2551.0,MF,168.0,64.0,2400.0,1.0,other,47.0,0.0,171.0,15.0,0.0,0.0,0.0,0.0,False,True,True,35,23,24,3,0,0,3129.0,1144.0,1163.0,26,2.0,False,False,132.5,47.0,85.5,0.0,47,82,0,3,2307.0,5436.0,2,2
1101,15.0,0.0,DF,181.0,74.0,2200.0,3.0,other,236.0,7.0,52.0,0.0,0.0,0.0,1.0,0.0,True,False,True,31,21,16,0,0,0,2760.0,1635.0,1327.0,34,2.0,False,True,262.0,237.0,33.0,7.0,37,68,0,0,2962.0,5722.0,1,2
1102,17.0,9.0,MF,181.0,77.0,3000.0,4.0,other,223.0,19.0,39.0,1.0,0.0,0.0,82.0,5.0,False,False,True,31,8,6,0,1,0,2099.0,283.0,113.0,39,2.0,False,True,242.5,305.0,38.5,24.0,14,45,1,1,396.0,2495.0,1,1
1103,19.0,321.0,MF,165.0,63.0,1000.0,1.0,other,0.0,0.0,91.0,8.0,0.0,0.0,0.0,0.0,False,False,False,9,40,41,1,3,4,250.0,1861.0,3509.0,24,2.0,False,False,45.5,0.0,45.5,0.0,81,90,7,8,5370.0,5620.0,0,0
1104,20.0,2068.0,DF,187.0,78.0,1100.0,2.0,korea,35.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,16,3,16,4,0,0,1273.0,193.0,1275.0,25,2.0,False,False,35.0,35.0,4.0,4.0,19,35,0,4,1468.0,2741.0,2,3
1105,25.0,3060.0,GK,195.0,82.0,2500.0,4.0,korea,33.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,False,False,True,33,33,33,0,0,0,2970.0,2919.0,2907.0,24,2.0,False,False,66.0,33.0,33.0,0.0,66,99,0,0,5826.0,8796.0,1,1
1106,26.0,1045.0,MF,183.0,73.0,2000.0,2.0,other,150.0,7.0,73.0,14.0,0.0,0.0,0.0,0.0,True,True,True,23,28,24,0,0,1,1032.0,1393.0,1806.0,33,2.0,False,True,186.5,150.0,43.5,7.0,52,75,1,1,3199.0,4231.0,2,3
1107,27.0,1381.0,MF,180.0,72.0,1200.0,7.0,other,30.0,0.0,107.0,11.0,0.0,0.0,0.0,0.0,False,False,True,31,18,27,2,2,0,2016.0,1480.0,2035.0,25,2.0,False,False,83.5,30.0,53.5,0.0,45,76,2,4,3515.0,5531.0,1,1
1108,31.0,334.0,FW,173.0,68.0,1600.0,1.0,other,39.0,7.0,137.0,28.0,0.0,0.0,0.0,0.0,False,True,True,33,13,8,4,4,0,2115.0,513.0,95.0,26,2.0,False,False,107.5,39.0,75.5,7.0,21,54,4,8,608.0,2723.0,2,2
1109,32.0,892.0,DF,180.0,74.0,2300.0,2.0,other,235.0,10.0,66.0,3.0,0.0,0.0,0.0,0.0,True,True,True,28,29,22,1,1,0,2520.0,2508.0,1650.0,33,2.0,False,True,268.0,235.0,43.0,10.0,51,79,1,2,4158.0,6678.0,2,3
1110,35.0,3060.0,DF,183.0,74.0,600.0,4.0,other,8.0,0.0,23.0,0.0,14.0,2.0,0.0,0.0,False,False,True,0,23,8,0,0,0,0.0,1930.0,381.0,22,2.0,False,False,19.5,8.0,11.5,0.0,31,31,0,0,2311.0,2311.0,1,1
1111,38.0,2604.0,FW,171.0,69.0,600.0,2.0,other,23.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,False,False,True,0,5,23,0,0,1,0.0,164.0,1547.0,20,2.0,True,False,25.5,23.0,3.5,1.0,28,28,1,1,1711.0,1711.0,1,1
1112,41.0,1776.0,MF,167.0,64.0,900.0,1.0,other,31.0,5.0,0.0,0.0,8.0,1.0,0.0,0.0,True,True,True,3,15,13,0,4,1,32.0,468.0,455.0,21,2.0,True,False,31.0,31.0,5.0,5.0,28,31,5,5,923.0,955.0,2,3
1113,44.0,104.0,MF,175.0,74.0,3600.0,5.0,other,194.0,29.0,63.0,9.0,0.0,0.0,56.0,6.0,False,False,True,17,15,16,2,0,0,1007.0,274.0,219.0,39,2.0,False,True,225.5,250.0,60.5,35.0,31,48,0,2,493.0,1500.0,1,1
1114,48.0,1888.0,FW,190.0,89.0,6000.0,2.0,other,36.0,24.0,32.0,20.0,0.0,0.0,1.0,0.0,False,True,True,31,22,14,20,14,10,2542.0,1765.0,966.0,36,2.0,False,True,52.0,37.0,40.0,24.0,36,67,24,44,2731.0,5273.0,2,2
1115,1.0,2430.0,GK,184.0,85.0,5200.0,2.0,korea,12.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,False,False,True,36,35,12,0,0,0,0.0,0.0,1039.0,34,5.0,False,True,12.0,18.0,0.0,0.0,47,83,0,0,1039.0,1039.0,1,1
1116,2.0,602.0,DF,176.0,67.0,6500.0,6.0,other,124.0,3.0,0.0,0.0,0.0,0.0,74.0,2.0,False,False,False,0,0,2,0,0,0,0.0,0.0,0.0,30,5.0,False,False,124.0,198.0,3.0,5.0,2,2,0,0,0.0,0.0,0,0
1117,3.0,1378.0,DF,182.0,76.0,4200.0,8.0,other,141.0,7.0,0.0,0.0,0.0,0.0,10.0,1.0,True,True,True,29,31,34,3,1,1,2610.0,2779.0,3060.0,26,5.0,False,False,141.0,151.0,7.0,8.0,65,94,2,5,5839.0,8449.0,2,3
1118,4.0,1553.0,MF,181.0,76.0,6000.0,2.0,brazil,149.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,25,32,27,4,5,1,2224.0,2879.0,2110.0,33,5.0,False,True,149.0,149.0,17.0,17.0,59,84,6,10,4989.0,7213.0,2,3
1119,5.0,1260.0,DF,186.0,79.0,2000.0,6.0,other,82.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0,True,True,True,12,21,29,1,0,3,839.0,1793.0,2610.0,24,5.0,False,False,82.0,84.0,4.0,4.0,50,62,3,4,4403.0,5242.0,2,3
1120,6.0,1908.0,MF,173.0,72.0,3600.0,3.0,other,125.0,8.0,108.0,12.0,0.0,0.0,1.0,0.0,True,True,True,32,29,20,3,0,1,2854.0,1438.0,967.0,30,5.0,False,False,179.0,126.0,62.0,8.0,49,81,1,4,2405.0,5259.0,2,3
1121,7.0,226.0,FW,182.0,75.0,8000.0,2.0,brazil,140.0,47.0,2.0,0.0,0.0,0.0,0.0,0.0,True,True,True,13,29,21,1,11,7,781.0,2398.0,1310.0,31,5.0,False,False,141.0,140.0,48.0,47.0,50,63,18,19,3708.0,4489.0,2,3
1122,8.0,2052.0,MF,172.0,63.0,3000.0,8.0,other,146.0,27.0,0.0,0.0,0.0,0.0,2.0,0.0,True,True,True,28,30,33,6,8,3,2015.0,2130.0,2380.0,26,5.0,False,False,146.0,148.0,27.0,27.0,63,91,11,17,4510.0,6525.0,2,3
1123,9.0,2376.0,FW,182.0,75.0,2200.0,4.0,other,64.0,16.0,0.0,0.0,9.0,3.0,0.0,0.0,True,True,True,7,31,26,2,8,6,108.0,1188.0,866.0,22,5.0,False,False,64.0,64.0,16.0,16.0,57,64,14,16,2054.0,2162.0,2,3
1124,10.0,1273.0,FW,180.0,70.0,6000.0,4.0,other,238.0,47.0,0.0,0.0,0.0,0.0,11.0,2.0,True,True,True,27,30,30,9,10,12,2157.0,2647.0,2368.0,29,5.0,False,False,238.0,249.0,47.0,49.0,60,87,22,31,5015.0,7172.0,2,3
1125,11.0,187.0,MF,177.0,78.0,7000.0,2.0,brazil,23.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,False,False,True,16,25,23,1,5,11,0.0,0.0,1837.0,25,5.0,False,False,23.0,24.0,11.0,12.0,48,64,16,17,1837.0,1837.0,1,1
1126,13.0,784.0,MF,174.0,67.0,2700.0,6.0,other,105.0,12.0,66.0,17.0,0.0,0.0,0.0,0.0,True,True,True,17,17,20,2,3,1,780.0,856.0,1312.0,28,5.0,False,False,138.0,105.0,45.0,12.0,37,54,4,6,2168.0,2948.0,2,3
1127,14.0,462.0,FW,171.0,74.0,1300.0,2.0,other,38.0,4.0,99.0,21.0,0.0,0.0,0.0,0.0,False,True,True,32,33,5,6,4,0,2131.0,2320.0,209.0,24,5.0,False,False,87.5,38.0,53.5,4.0,38,70,4,10,2529.0,4660.0,2,2
1128,15.0,80.0,DF,175.0,70.0,2200.0,2.0,other,67.0,3.0,40.0,1.0,0.0,0.0,0.0,0.0,True,True,True,33,32,2,1,2,0,2859.0,2880.0,124.0,27,5.0,False,False,87.0,67.0,23.0,3.0,34,67,2,3,3004.0,5863.0,2,3
1129,16.0,1224.0,DF,180.0,69.0,4000.0,5.0,other,211.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,True,True,True,28,31,32,3,3,2,2445.0,2782.0,2666.0,33,5.0,False,True,211.0,212.0,12.0,12.0,63,91,5,8,5448.0,7893.0,2,3
1130,19.0,233.0,FW,175.0,70.0,480.0,1.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0,0,0,0,0,0,0.0,0.0,0.0,22,5.0,False,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
1131,20.0,2100.0,MF,181.0,73.0,1400.0,3.0,other,30.0,1.0,39.0,0.0,0.0,0.0,1.0,0.0,False,True,True,39,4,26,0,0,1,3186.0,30.0,1994.0,22,5.0,False,False,49.5,31.0,20.5,1.0,30,69,1,1,2024.0,5210.0,2,2
